gene4710	3040 Spliceosome
gene8983	3040 Spliceosome
gene13712	3040 Spliceosome
gene6938	3040 Spliceosome
gene15988	3040 Spliceosome
gene15699	3040 Spliceosome
gene15699	5168 Herpes simplex virus 1 infection
gene16136	3040 Spliceosome
gene17814	3040 Spliceosome
gene16272	3040 Spliceosome
gene15298	3040 Spliceosome
gene15298	4330 Notch signaling pathway
gene15298	5169 Epstein-Barr virus infection
gene15298	5203 Viral carcinogenesis
gene5174	3040 Spliceosome
gene5957	3040 Spliceosome
gene5960	3040 Spliceosome
gene5961	3040 Spliceosome
gene10623	3040 Spliceosome
gene15590	3040 Spliceosome
gene18090	3040 Spliceosome
gene6786	3040 Spliceosome
gene7635	3040 Spliceosome
gene16924	3040 Spliceosome
gene1868	3040 Spliceosome
gene7618	3040 Spliceosome
gene4387	3040 Spliceosome
gene4387	3018 RNA degradation
gene13763	3040 Spliceosome
gene13763	3018 RNA degradation
gene8411	3040 Spliceosome
gene15297	3040 Spliceosome
gene2253	3040 Spliceosome
gene1069	3040 Spliceosome
gene7698	4934 Cushing syndrome
gene7698	5010 Alzheimer disease
gene7698	5022 Pathways of neurodegeneration - multiple diseases
gene7698	5205 Proteoglycans in cancer
gene7698	5200 Pathways in cancer
gene7698	4310 Wnt signaling pathway
gene7698	4916 Melanogenesis
gene7698	5165 Human papillomavirus infection
gene7698	5225 Hepatocellular carcinoma
gene7698	4150 mTOR signaling pathway
gene7698	5224 Breast cancer
gene7698	5217 Basal cell carcinoma
gene7698	4390 Hippo signaling pathway
gene7698	4391 Hippo signaling pathway - fly
gene7698	5226 Gastric cancer
gene7698	4550 Signaling pathways regulating pluripotency of stem cells
gene8619	4934 Cushing syndrome
gene8619	5010 Alzheimer disease
gene8619	5022 Pathways of neurodegeneration - multiple diseases
gene8619	5205 Proteoglycans in cancer
gene8619	5200 Pathways in cancer
gene8619	4310 Wnt signaling pathway
gene8619	4916 Melanogenesis
gene8619	5165 Human papillomavirus infection
gene8619	5225 Hepatocellular carcinoma
gene8619	4150 mTOR signaling pathway
gene8619	5224 Breast cancer
gene8619	5217 Basal cell carcinoma
gene8619	4390 Hippo signaling pathway
gene8619	5226 Gastric cancer
gene8619	4550 Signaling pathways regulating pluripotency of stem cells
gene11633	4934 Cushing syndrome
gene11633	5010 Alzheimer disease
gene11633	5022 Pathways of neurodegeneration - multiple diseases
gene11633	5205 Proteoglycans in cancer
gene11633	5200 Pathways in cancer
gene11633	4310 Wnt signaling pathway
gene11633	4916 Melanogenesis
gene11633	5165 Human papillomavirus infection
gene11633	5225 Hepatocellular carcinoma
gene11633	4150 mTOR signaling pathway
gene11633	5224 Breast cancer
gene11633	5217 Basal cell carcinoma
gene11633	4390 Hippo signaling pathway
gene11633	5226 Gastric cancer
gene11633	4550 Signaling pathways regulating pluripotency of stem cells
gene2462	4934 Cushing syndrome
gene3942	4934 Cushing syndrome
gene11411	4934 Cushing syndrome
gene11411	4022 cGMP-PKG signaling pathway
gene11411	4371 Apelin signaling pathway
gene11411	4540 Gap junction
gene11411	4611 Platelet activation
gene11411	4713 Circadian entrainment
gene11411	4723 Retrograde endocannabinoid signaling
gene11411	4724 Glutamatergic synapse
gene11411	4725 Cholinergic synapse
gene11411	4726 Serotonergic synapse
gene11411	4728 Dopaminergic synapse
gene11411	4730 Long-term depression
gene11411	4915 Estrogen signaling pathway
gene11411	4921 Oxytocin signaling pathway
gene11411	4924 Renin secretion
gene11411	4928 Parathyroid hormone synthesis, secretion and action
gene11411	4935 Growth hormone synthesis, secretion and action
gene11411	4971 Gastric acid secretion
gene11411	5012 Parkinson disease
gene11411	5163 Human cytomegalovirus infection
gene11411	5170 Human immunodeficiency virus 1 infection
gene11411	5200 Pathways in cancer
gene11411	5133 Pertussis
gene11411	5142 Chagas disease
gene11411	5145 Toxoplasmosis
gene11411	4914 Progesterone-mediated oocyte maturation
gene11411	4062 Chemokine signaling pathway
gene11411	5032 Morphine addiction
gene11411	4024 cAMP signaling pathway
gene11411	4916 Melanogenesis
gene11411	4113 Meiosis - yeast
gene11411	5034 Alcoholism
gene11411	4261 Adrenergic signaling in cardiomyocytes
gene11411	4015 Rap1 signaling pathway
gene11411	4360 Axon guidance
gene11411	4670 Leukocyte transendothelial migration
gene11411	4727 GABAergic synapse
gene11411	4926 Relaxin signaling pathway
gene11411	4071 Sphingolipid signaling pathway
gene11411	5030 Cocaine addiction
gene11411	4923 Regulation of lipolysis in adipocytes
gene12441	4934 Cushing syndrome
gene12441	4022 cGMP-PKG signaling pathway
gene12441	4371 Apelin signaling pathway
gene12441	4540 Gap junction
gene12441	4611 Platelet activation
gene12441	4713 Circadian entrainment
gene12441	4723 Retrograde endocannabinoid signaling
gene12441	4724 Glutamatergic synapse
gene12441	4725 Cholinergic synapse
gene12441	4726 Serotonergic synapse
gene12441	4728 Dopaminergic synapse
gene12441	4730 Long-term depression
gene12441	4915 Estrogen signaling pathway
gene12441	4921 Oxytocin signaling pathway
gene12441	4924 Renin secretion
gene12441	4928 Parathyroid hormone synthesis, secretion and action
gene12441	4935 Growth hormone synthesis, secretion and action
gene12441	4971 Gastric acid secretion
gene12441	5012 Parkinson disease
gene12441	5163 Human cytomegalovirus infection
gene12441	5170 Human immunodeficiency virus 1 infection
gene12441	5200 Pathways in cancer
gene12441	5133 Pertussis
gene12441	5142 Chagas disease
gene12441	5145 Toxoplasmosis
gene12441	4914 Progesterone-mediated oocyte maturation
gene12441	4062 Chemokine signaling pathway
gene12441	5032 Morphine addiction
gene12441	4024 cAMP signaling pathway
gene12441	4916 Melanogenesis
gene12441	4113 Meiosis - yeast
gene12441	5034 Alcoholism
gene12441	4261 Adrenergic signaling in cardiomyocytes
gene12441	4015 Rap1 signaling pathway
gene12441	4360 Axon guidance
gene12441	4670 Leukocyte transendothelial migration
gene12441	4727 GABAergic synapse
gene12441	4926 Relaxin signaling pathway
gene12441	4071 Sphingolipid signaling pathway
gene12441	5030 Cocaine addiction
gene12441	4923 Regulation of lipolysis in adipocytes
gene1913	4934 Cushing syndrome
gene1913	4022 cGMP-PKG signaling pathway
gene1913	4114 Oocyte meiosis
gene1913	4140 Autophagy - animal
gene1913	4210 Apoptosis
gene1913	4218 Cellular senescence
gene1913	4270 Vascular smooth muscle contraction
gene1913	4371 Apelin signaling pathway
gene1913	4540 Gap junction
gene1913	4720 Long-term potentiation
gene1913	4725 Cholinergic synapse
gene1913	4726 Serotonergic synapse
gene1913	4730 Long-term depression
gene1913	4912 GnRH signaling pathway
gene1913	4915 Estrogen signaling pathway
gene1913	4921 Oxytocin signaling pathway
gene1913	4928 Parathyroid hormone synthesis, secretion and action
gene1913	4929 GnRH secretion
gene1913	4935 Growth hormone synthesis, secretion and action
gene1913	5010 Alzheimer disease
gene1913	5022 Pathways of neurodegeneration - multiple diseases
gene1913	5163 Human cytomegalovirus infection
gene1913	5167 Kaposi sarcoma-associated herpesvirus infection
gene1913	5170 Human immunodeficiency virus 1 infection
gene1913	5205 Proteoglycans in cancer
gene1913	4010 MAPK signaling pathway
gene1913	4014 Ras signaling pathway
gene1913	4660 T cell receptor signaling pathway
gene1913	5200 Pathways in cancer
gene1913	5235 PD-L1 expression and PD-1 checkpoint pathway in cancer
gene1913	4620 Toll-like receptor signaling pathway
gene1913	4722 Neurotrophin signaling pathway
gene1913	5132 Salmonella infection
gene1913	5135 Yersinia infection
gene1913	5161 Hepatitis B
gene1913	5164 Influenza A
gene1913	4066 HIF-1 signaling pathway
gene1913	4919 Thyroid hormone signaling pathway
gene1913	5211 Renal cell carcinoma
gene1913	5230 Central carbon metabolism in cancer
gene1913	5231 Choline metabolism in cancer
gene1913	4666 Fc gamma R-mediated phagocytosis
gene1913	4810 Regulation of actin cytoskeleton
gene1913	4151 PI3K-Akt signaling pathway
gene1913	4626 Plant-pathogen interaction
gene1913	4914 Progesterone-mediated oocyte maturation
gene1913	5215 Prostate cancer
gene1913	4062 Chemokine signaling pathway
gene1913	4024 cAMP signaling pathway
gene1913	4068 FoxO signaling pathway
gene1913	4916 Melanogenesis
gene1913	5165 Human papillomavirus infection
gene1913	5166 Human T-cell leukemia virus 1 infection
gene1913	5206 MicroRNAs in cancer
gene1913	4013 MAPK signaling pathway - fly
gene1913	4380 Osteoclast differentiation
gene1913	4668 TNF signaling pathway
gene1913	5034 Alcoholism
gene1913	1521 EGFR tyrosine kinase inhibitor resistance
gene1913	4012 ErbB signaling pathway
gene1913	4015 Rap1 signaling pathway
gene1913	4072 Phospholipase D signaling pathway
gene1913	4370 VEGF signaling pathway
gene1913	4650 Natural killer cell mediated cytotoxicity
gene1913	4664 Fc epsilon RI signaling pathway
gene1913	5214 Glioma
gene1913	5223 Non-small cell lung cancer
gene1913	5225 Hepatocellular carcinoma
gene1913	4662 B cell receptor signaling pathway
gene1913	5160 Hepatitis C
gene1913	4926 Relaxin signaling pathway
gene1913	5220 Chronic myeloid leukemia
gene1913	4510 Focal adhesion
gene1913	5216 Thyroid cancer
gene1913	4150 mTOR signaling pathway
gene1913	5224 Breast cancer
gene1913	4910 Insulin signaling pathway
gene1913	5226 Gastric cancer
gene1913	4550 Signaling pathways regulating pluripotency of stem cells
gene1913	1522 Endocrine resistance
gene1913	5218 Melanoma
gene1913	5213 Endometrial cancer
gene1913	4071 Sphingolipid signaling pathway
gene1913	4320 Dorso-ventral axis formation
gene1913	4917 Prolactin signaling pathway
gene1913	5210 Colorectal cancer
gene1913	5221 Acute myeloid leukemia
gene1913	5219 Bladder cancer
gene1913	5212 Pancreatic cancer
gene45	4934 Cushing syndrome
gene45	1100 Metabolic pathways
gene45	1110 Biosynthesis of secondary metabolites
gene45	5200 Pathways in cancer
gene45	5211 Renal cell carcinoma
gene45	0020 Citrate cycle (TCA cycle)
gene45	0620 Pyruvate metabolism
gene45	0720 Carbon fixation pathways in prokaryotes
gene45	1120 Microbial metabolism in diverse environments
gene45	1200 Carbon metabolism
gene6409	4934 Cushing syndrome
gene6409	1100 Metabolic pathways
gene6409	1110 Biosynthesis of secondary metabolites
gene6409	5200 Pathways in cancer
gene6409	5211 Renal cell carcinoma
gene6409	0020 Citrate cycle (TCA cycle)
gene6409	0620 Pyruvate metabolism
gene6409	0720 Carbon fixation pathways in prokaryotes
gene6409	1120 Microbial metabolism in diverse environments
gene6409	1200 Carbon metabolism
gene17155	4934 Cushing syndrome
gene17155	5010 Alzheimer disease
gene17155	5022 Pathways of neurodegeneration - multiple diseases
gene17155	5200 Pathways in cancer
gene17155	4810 Regulation of actin cytoskeleton
gene17155	4310 Wnt signaling pathway
gene17155	5165 Human papillomavirus infection
gene17155	5206 MicroRNAs in cancer
gene17155	5225 Hepatocellular carcinoma
gene17155	5224 Breast cancer
gene17155	5217 Basal cell carcinoma
gene17155	4390 Hippo signaling pathway
gene17155	5226 Gastric cancer
gene17155	4550 Signaling pathways regulating pluripotency of stem cells
gene17155	5213 Endometrial cancer
gene17155	5210 Colorectal cancer
gene3332	4934 Cushing syndrome
gene3332	4020 Calcium signaling pathway
gene3332	4022 cGMP-PKG signaling pathway
gene3332	4270 Vascular smooth muscle contraction
gene3332	4371 Apelin signaling pathway
gene3332	4540 Gap junction
gene3332	4611 Platelet activation
gene3332	4713 Circadian entrainment
gene3332	4720 Long-term potentiation
gene3332	4723 Retrograde endocannabinoid signaling
gene3332	4724 Glutamatergic synapse
gene3332	4725 Cholinergic synapse
gene3332	4726 Serotonergic synapse
gene3332	4728 Dopaminergic synapse
gene3332	4730 Long-term depression
gene3332	4745 Phototransduction - fly
gene3332	4750 Inflammatory mediator regulation of TRP channels
gene3332	4912 GnRH signaling pathway
gene3332	4915 Estrogen signaling pathway
gene3332	4918 Thyroid hormone synthesis
gene3332	4921 Oxytocin signaling pathway
gene3332	4922 Glucagon signaling pathway
gene3332	4924 Renin secretion
gene3332	4925 Aldosterone synthesis and secretion
gene3332	4927 Cortisol synthesis and secretion
gene3332	4928 Parathyroid hormone synthesis, secretion and action
gene3332	4929 GnRH secretion
gene3332	4935 Growth hormone synthesis, secretion and action
gene3332	4970 Salivary secretion
gene3332	4971 Gastric acid secretion
gene3332	4972 Pancreatic secretion
gene3332	5010 Alzheimer disease
gene3332	5016 Huntington disease
gene3332	5017 Spinocerebellar ataxia
gene3332	5022 Pathways of neurodegeneration - multiple diseases
gene3332	5163 Human cytomegalovirus infection
gene3332	5170 Human immunodeficiency virus 1 infection
gene3332	5200 Pathways in cancer
gene3332	5135 Yersinia infection
gene3332	5142 Chagas disease
gene3332	4361 Axon regeneration
gene3332	4062 Chemokine signaling pathway
gene3332	4916 Melanogenesis
gene3332	4261 Adrenergic signaling in cardiomyocytes
gene3332	4015 Rap1 signaling pathway
gene3332	5146 Amoebiasis
gene3332	4071 Sphingolipid signaling pathway
gene3332	4911 Insulin secretion
gene3332	5143 African trypanosomiasis
gene3332	4961 Endocrine and other factor-regulated calcium reabsorption
gene3338	4934 Cushing syndrome
gene3338	4020 Calcium signaling pathway
gene3338	4022 cGMP-PKG signaling pathway
gene3338	4270 Vascular smooth muscle contraction
gene3338	4371 Apelin signaling pathway
gene3338	4540 Gap junction
gene3338	4611 Platelet activation
gene3338	4713 Circadian entrainment
gene3338	4720 Long-term potentiation
gene3338	4723 Retrograde endocannabinoid signaling
gene3338	4724 Glutamatergic synapse
gene3338	4725 Cholinergic synapse
gene3338	4726 Serotonergic synapse
gene3338	4728 Dopaminergic synapse
gene3338	4730 Long-term depression
gene3338	4745 Phototransduction - fly
gene3338	4750 Inflammatory mediator regulation of TRP channels
gene3338	4912 GnRH signaling pathway
gene3338	4915 Estrogen signaling pathway
gene3338	4918 Thyroid hormone synthesis
gene3338	4921 Oxytocin signaling pathway
gene3338	4922 Glucagon signaling pathway
gene3338	4924 Renin secretion
gene3338	4925 Aldosterone synthesis and secretion
gene3338	4927 Cortisol synthesis and secretion
gene3338	4928 Parathyroid hormone synthesis, secretion and action
gene3338	4929 GnRH secretion
gene3338	4935 Growth hormone synthesis, secretion and action
gene3338	4970 Salivary secretion
gene3338	4971 Gastric acid secretion
gene3338	4972 Pancreatic secretion
gene3338	5010 Alzheimer disease
gene3338	5016 Huntington disease
gene3338	5017 Spinocerebellar ataxia
gene3338	5022 Pathways of neurodegeneration - multiple diseases
gene3338	5163 Human cytomegalovirus infection
gene3338	5170 Human immunodeficiency virus 1 infection
gene3338	5200 Pathways in cancer
gene3338	5135 Yersinia infection
gene3338	5142 Chagas disease
gene3338	4361 Axon regeneration
gene3338	4062 Chemokine signaling pathway
gene3338	4916 Melanogenesis
gene3338	4261 Adrenergic signaling in cardiomyocytes
gene3338	4015 Rap1 signaling pathway
gene3338	5146 Amoebiasis
gene3338	4071 Sphingolipid signaling pathway
gene3338	4911 Insulin secretion
gene3338	5143 African trypanosomiasis
gene3338	4961 Endocrine and other factor-regulated calcium reabsorption
gene16762	4934 Cushing syndrome
gene16762	5010 Alzheimer disease
gene16762	5022 Pathways of neurodegeneration - multiple diseases
gene16762	5205 Proteoglycans in cancer
gene16762	5200 Pathways in cancer
gene16762	5202 Transcriptional misregulation in cancer
gene16762	4310 Wnt signaling pathway
gene16762	4916 Melanogenesis
gene16762	5165 Human papillomavirus infection
gene16762	5225 Hepatocellular carcinoma
gene16762	4150 mTOR signaling pathway
gene16762	5224 Breast cancer
gene16762	5217 Basal cell carcinoma
gene16762	4390 Hippo signaling pathway
gene16762	5226 Gastric cancer
gene16762	4550 Signaling pathways regulating pluripotency of stem cells
gene7536	4934 Cushing syndrome
gene7536	4020 Calcium signaling pathway
gene7536	4022 cGMP-PKG signaling pathway
gene7536	4114 Oocyte meiosis
gene7536	4270 Vascular smooth muscle contraction
gene7536	4371 Apelin signaling pathway
gene7536	4540 Gap junction
gene7536	4611 Platelet activation
gene7536	4713 Circadian entrainment
gene7536	4720 Long-term potentiation
gene7536	4723 Retrograde endocannabinoid signaling
gene7536	4724 Glutamatergic synapse
gene7536	4725 Cholinergic synapse
gene7536	4750 Inflammatory mediator regulation of TRP channels
gene7536	4912 GnRH signaling pathway
gene7536	4915 Estrogen signaling pathway
gene7536	4918 Thyroid hormone synthesis
gene7536	4921 Oxytocin signaling pathway
gene7536	4925 Aldosterone synthesis and secretion
gene7536	4927 Cortisol synthesis and secretion
gene7536	4928 Parathyroid hormone synthesis, secretion and action
gene7536	4935 Growth hormone synthesis, secretion and action
gene7536	4970 Salivary secretion
gene7536	4971 Gastric acid secretion
gene7536	4972 Pancreatic secretion
gene7536	5163 Human cytomegalovirus infection
gene7536	1100 Metabolic pathways
gene7536	5200 Pathways in cancer
gene7536	5142 Chagas disease
gene7536	4714 Thermogenesis
gene7536	0230 Purine metabolism
gene7536	4211 Longevity regulating pathway
gene7536	4914 Progesterone-mediated oocyte maturation
gene7536	4062 Chemokine signaling pathway
gene7536	5032 Morphine addiction
gene7536	4024 cAMP signaling pathway
gene7536	4916 Melanogenesis
gene7536	5166 Human T-cell leukemia virus 1 infection
gene7536	4213 Longevity regulating pathway - multiple species
gene7536	4261 Adrenergic signaling in cardiomyocytes
gene7536	5414 Dilated cardiomyopathy
gene7536	4015 Rap1 signaling pathway
gene7536	4072 Phospholipase D signaling pathway
gene7536	4727 GABAergic synapse
gene7536	4926 Relaxin signaling pathway
gene7536	1522 Endocrine resistance
gene7536	4913 Ovarian steroidogenesis
gene7536	5146 Amoebiasis
gene7536	4911 Insulin secretion
gene7536	4976 Bile secretion
gene7536	4923 Regulation of lipolysis in adipocytes
gene17926	4934 Cushing syndrome
gene17926	4020 Calcium signaling pathway
gene17926	4022 cGMP-PKG signaling pathway
gene17926	4114 Oocyte meiosis
gene17926	4270 Vascular smooth muscle contraction
gene17926	4371 Apelin signaling pathway
gene17926	4540 Gap junction
gene17926	4611 Platelet activation
gene17926	4713 Circadian entrainment
gene17926	4720 Long-term potentiation
gene17926	4723 Retrograde endocannabinoid signaling
gene17926	4724 Glutamatergic synapse
gene17926	4725 Cholinergic synapse
gene17926	4750 Inflammatory mediator regulation of TRP channels
gene17926	4912 GnRH signaling pathway
gene17926	4915 Estrogen signaling pathway
gene17926	4918 Thyroid hormone synthesis
gene17926	4921 Oxytocin signaling pathway
gene17926	4925 Aldosterone synthesis and secretion
gene17926	4927 Cortisol synthesis and secretion
gene17926	4928 Parathyroid hormone synthesis, secretion and action
gene17926	4935 Growth hormone synthesis, secretion and action
gene17926	4970 Salivary secretion
gene17926	4971 Gastric acid secretion
